	CÓDIGO DA OCORRÊNCIA	CLASSIFICAÇÃO	TIPO DE OCORRÊNCIA	LOCALIDADE	UF	PAÍS	DIA DA OCORRÊNCIA	STATUS DA INVESTIGAÇÃO	CONTAGEM
638	46591	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO DE JANEIRO	RJ	BRASIL	2012-11-21	ATIVA	1
639	60620	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2015-12-15	ATIVA	1
640	38647	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	RIO DE JANEIRO	RJ	BRASIL	2009-09-24	FINALIZADA	1
641	36576	INCIDENTE GRAVE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2008-01-20	ATIVA	1
642	42714	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2010-09-11		1
643	53499	INCIDENTE GRAVE	POUSO LONGO	RIO DE JANEIRO	RJ	BRASIL	2015-10-08	ATIVA	1
644	48012	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2013-05-08	ATIVA	1
645	29618	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	RIO DE JANEIRO	RJ	BRASIL	2007-06-16	FINALIZADA	1
646	35796	INCIDENTE GRAVE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	RIO DE JANEIRO	RJ	BRASIL	2009-01-26	ATIVA	1
647	52697	INCIDENTE GRAVE	COM PÁRA-BRISAS / JANELA / PORTA	RIO DE JANEIRO	RJ	BRASIL	2014-11-03	ATIVA	1
648	32055	INCIDENTE GRAVE	PANE SECA	RIO DE JANEIRO	RJ	BRASIL	2008-04-03	FINALIZADA	1
649	44977	ACIDENTE	SAÍDA DE PISTA	RIO DE JANEIRO	RJ	BRASIL	2011-08-16	ATIVA	1
650	47894	INCIDENTE GRAVE	PANE SECA	RIO DE JANEIRO	RJ	BRASIL	2013-04-24	ATIVA	1
651	26660	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2006-02-28	ATIVA	1
652	42882	INCIDENTE GRAVE	POUSO LONGO	RIO DE JANEIRO	RJ	BRASIL	2010-09-17		1
653	45102	INCIDENTE GRAVE	POUSO BRUSCO	RIO DE JANEIRO	RJ	BRASIL	2011-08-26	ATIVA	1
654	46839	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2012-12-29	ATIVA	1
655	46172	ACIDENTE	PANE SECA	RIO DE JANEIRO	RJ	BRASIL	2012-07-24	ATIVA	1
656	51020	INCIDENTE GRAVE	DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA	RIO DE JANEIRO	RJ	BRASIL	2014-02-28	ATIVA	1
657	46263	INCIDENTE GRAVE	POUSO LONGO	RIO DE JANEIRO	RJ	BRASIL	2012-08-17	FINALIZADA	1
658	52536	ACIDENTE	INDETERMINADA	RIO DE JANEIRO	RJ	BRASIL	2014-09-28		1
659	53118	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIO DE JANEIRO	RJ	BRASIL	2015-02-26	FINALIZADA	1
660	42880	ACIDENTE	POUSO LONGO	RIO DE JANEIRO	RJ	BRASIL	2010-09-17	ATIVA	1
661	34696	INCIDENTE GRAVE	FOGO EM VOO	RIO DE JANEIRO	RJ	BRASIL	2008-11-01	ATIVA	1
662	47983	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO DE JANEIRO	RJ	BRASIL	2013-05-02	ATIVA	1
663	39295	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2010-02-06		1
664	50097	INCIDENTE GRAVE	POUSO LONGO	RIO DE JANEIRO	RJ	BRASIL	2013-10-27	FINALIZADA	1
665	45065	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO DE JANEIRO	RJ	BRASIL	2011-09-10	FINALIZADA	1
666	51018	INCIDENTE GRAVE	TRÁFEGO AÉREO	RIO DE JANEIRO	RJ	BRASIL	2014-04-16		1
667	31864	ACIDENTE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2008-03-02	FINALIZADA	1
668	53235	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2015-04-21		1
669	43984	INCIDENTE GRAVE	PANE SECA	RIO DE JANEIRO	RJ	BRASIL	2011-02-05	ATIVA	1
670	42250	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIO DE JANEIRO	RJ	BRASIL	2010-08-12	FINALIZADA	1
671	39326	ACIDENTE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2009-10-17	ATIVA	1
672	45588	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	RIO DE JANEIRO	RJ	BRASIL	2012-02-07	FINALIZADA	1
673	52698	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CORREIA PINTO	SC	BRASIL	2014-11-15	FINALIZADA	1
674	50791	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	SANTA MARIA MADALENA	RJ	BRASIL	2014-01-12	FINALIZADA	1
675	39405	ACIDENTE	PERDA DE CONTROLE EM VOO	ITIQUIRA	MT	BRASIL	2010-02-07	FINALIZADA	1
676	43900	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	ITIQUIRA	MT	BRASIL	2011-02-19	FINALIZADA	1
677	31995	ACIDENTE	FALHA DO MOTOR EM VOO	ITIQUIRA	MT	BRASIL	2008-03-01	ATIVA	1
678	47926	ACIDENTE	OUTROS TIPOS	CAPÃO DA CANOA	RS	BRASIL	2013-04-07		1
679	34516	ACIDENTE	PERDA DE CONTROLE EM VOO	CAPÃO DO LEÃO	RS	BRASIL	2008-11-15	ATIVA	1
680	35680	ACIDENTE	FALHA DO MOTOR EM VOO	CAPÃO DO LEÃO	RS	BRASIL	2009-01-13	FINALIZADA	1
681	31861	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	IVINHEMA	MS	BRASIL	2008-03-01	FINALIZADA	1
682	52979	ACIDENTE	FALHA DO MOTOR EM VOO	IVINHEMA	MS	BRASIL	2015-01-02	ATIVA	1
683	49612	ACIDENTE	PERDA DE CONTROLE NO SOLO	CARAZINHO	RS	BRASIL	2013-09-05	FINALIZADA	1
684	50347	ACIDENTE	PERDA DE CONTROLE NO SOLO	CARAZINHO	RS	BRASIL	2013-12-30	FINALIZADA	1
685	28133	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	CARAZINHO	RS	BRASIL	2006-12-17	ATIVA	1
686	51654	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CARAZINHO	RS	BRASIL	2014-06-30	FINALIZADA	1
687	49619	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CARAZINHO	RS	BRASIL	2013-08-31	FINALIZADA	1
688	43042	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CARAZINHO	RS	BRASIL	2010-09-15	ATIVA	1
689	51445	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CARAZINHO	RS	BRASIL	2014-05-09	FINALIZADA	1
690	45312	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	CAMPINORTE	GO	BRASIL	2011-10-17	ATIVA	1
691	27569	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MONTE ALEGRE	PA	BRASIL	2006-05-02	ATIVA	1
692	52240	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CASCAVEL	PR	BRASIL	2012-05-25	FINALIZADA	1
693	27060	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	CASCAVEL	PR	BRASIL	2006-05-27	ATIVA	1
694	39156	INCIDENTE GRAVE	FOGO EM VOO	CASCAVEL	PR	BRASIL	2010-01-10	FINALIZADA	1
695	53581	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CASCAVEL	PR	BRASIL	2015-11-06		1
696	50233	ACIDENTE	COM HÉLICE	CASCAVEL	PR	BRASIL	2013-12-15		1
697	46446	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CASCAVEL	PR	BRASIL	2012-09-28	FINALIZADA	1
698	41053	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	CASCAVEL	PR	BRASIL	2010-05-19	FINALIZADA	1
699	45399	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MUANÁ	PA	BRASIL	2012-01-18	FINALIZADA	1
700	52812	ACIDENTE	PERDA DE CONTROLE EM VOO	SÃO MATEUS	ES	BRASIL	2014-11-30		1
701	49156	ACIDENTE	PERDA DE CONTROLE NO SOLO	CASTRO	PR	BRASIL	2013-07-26	FINALIZADA	1
702	34080	ACIDENTE	FALHA DO MOTOR EM VOO	JARAGUARI	MS	BRASIL	2008-08-05	FINALIZADA	1
703	30979	ACIDENTE	FALHA DO MOTOR EM VOO	GUAIÚBA	CE	BRASIL	2006-09-19	FINALIZADA	1
704	53194	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	GUARACIABA DO NORTE	CE	BRASIL	2015-03-26	FINALIZADA	1
705	34858	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CATANDUVAS	PR	BRASIL	2008-12-18	ATIVA	1
706	53543	ACIDENTE	PERDA DE CONTROLE NO SOLO	JARDIM	MS	BRASIL	2015-10-21	ATIVA	1
707	43003	ACIDENTE	PERDA DE CONTROLE EM VOO	JARDIM	MS	BRASIL	2010-09-18	FINALIZADA	1
708	50994	ACIDENTE	FALHA DO MOTOR EM VOO	HUMBERTO DE CAMPOS	MA	BRASIL	2014-03-24	FINALIZADA	1
709	45529	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	NOVO PROGRESSO	PA	BRASIL	2011-12-21		1
710	31475	ACIDENTE	FALHA DO MOTOR EM VOO	NOVO PROGRESSO	PA	BRASIL	2008-01-06	ATIVA	1
711	51751	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	NOVO PROGRESSO	PA	BRASIL	2014-07-25	ATIVA	1
712	53255	ACIDENTE	INDETERMINADA	NOVO PROGRESSO	PA	BRASIL	2015-05-09	FINALIZADA	1
713	50342	ACIDENTE	OUTROS TIPOS	NOVO PROGRESSO	PA	BRASIL	2013-12-04	ATIVA	1
714	29796	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	NOVO PROGRESSO	PA	BRASIL	2007-07-11	ATIVA	1
715	32638	ACIDENTE	OUTROS TIPOS	NOVO PROGRESSO	PA	BRASIL	2008-04-05	ATIVA	1
716	49933	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	VENDA NOVA DO IMIGRANTE	ES	BRASIL	2013-10-12	FINALIZADA	1
717	48652	ACIDENTE	OUTROS TIPOS	GUARAMIRANGA	CE	BRASIL	2013-05-30	ATIVA	1
718	44775	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	ÓBIDOS	PA	BRASIL	2011-07-01	FINALIZADA	1
719	43023	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ÓBIDOS	PA	BRASIL	2010-09-30	ATIVA	1
720	50239	ACIDENTE	FALHA DO MOTOR EM VOO	JUÍNA	MT	BRASIL	2013-12-10	FINALIZADA	1
721	44340	ACIDENTE	PERDA DE CONTROLE EM VOO	JUÍNA	MT	BRASIL	2011-04-10		1
722	60613	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	JUSCIMEIRA	MT	BRASIL	2015-12-12	ATIVA	1
723	46748	ACIDENTE	PERDA DE CONTROLE NO SOLO	JUSCIMEIRA	MT	BRASIL	2012-12-05	ATIVA	1
724	26780	ACIDENTE	PERDA DE CONTROLE EM VOO	VILA VELHA	ES	BRASIL	2006-02-16	FINALIZADA	1
725	46710	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	VILA VELHA	ES	BRASIL	2012-11-29		1
726	40370	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	VILA VELHA	ES	BRASIL	2009-10-17	FINALIZADA	1
727	30044	ACIDENTE	FALHA DO MOTOR EM VOO	VILA VELHA	ES	BRASIL	2007-07-14	FINALIZADA	1
728	38378	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	VILA VELHA	ES	BRASIL	2009-08-05	FINALIZADA	1
729	32196	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	LUCAS DO RIO VERDE	MT	BRASIL	2008-04-09	FINALIZADA	1
730	40843	ACIDENTE	OUTROS TIPOS	LUCAS DO RIO VERDE	MT	BRASIL	2010-05-08		1
731	39527	ACIDENTE	MANOBRAS A BAIXA ALTURA	LUCAS DO RIO VERDE	MT	BRASIL	2010-01-04	ATIVA	1
732	46855	ACIDENTE	PANE SECA	LUCAS DO RIO VERDE	MT	BRASIL	2013-01-05	FINALIZADA	1
733	40325	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	EXU	PE	BRASIL	2010-02-19	ATIVA	1
734	37019	ACIDENTE	OUTROS TIPOS	IMPERATRIZ	MA	BRASIL	2009-04-25	FINALIZADA	1
735	42983	ACIDENTE	PERDA DE CONTROLE NO SOLO	IMPERATRIZ	MA	BRASIL	2010-09-30	FINALIZADA	1
736	28377	ACIDENTE	FALHA DO MOTOR EM VOO	IMPERATRIZ	MA	BRASIL	2007-01-27	FINALIZADA	1
737	38255	ACIDENTE	INDETERMINADA	IMPERATRIZ	MA	BRASIL	2009-07-03	FINALIZADA	1
738	43393	ACIDENTE	PANE SECA	ORIXIMINÁ	PA	BRASIL	2010-10-31	FINALIZADA	1
739	45210	ACIDENTE	FALHA DO MOTOR EM VOO	ORIXIMINÁ	PA	BRASIL	2011-10-30	ATIVA	1
740	47047	ACIDENTE	PERDA DE CONTROLE EM VOO	CHAPADA	RS	BRASIL	2013-02-22	FINALIZADA	1
741	43998	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	VITÓRIA	ES	BRASIL	2011-03-06	FINALIZADA	1
742	27935	ACIDENTE	OUTROS TIPOS	VITÓRIA	ES	BRASIL	2006-10-13	ATIVA	1
743	26622	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	VITÓRIA	ES	BRASIL	2006-03-05	ATIVA	1
744	44233	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	ITAPECURU MIRIM	MA	BRASIL	2011-03-13	ATIVA	1
745	52471	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CAIRU	BA	BRASIL	2012-02-15	FINALIZADA	1
746	43628	ACIDENTE	POUSO SEM TREM	CAIRU	BA	BRASIL	2011-01-05	ATIVA	1
747	35495	INCIDENTE GRAVE	POUSO LONGO	CAIRU	BA	BRASIL	2008-12-27	ATIVA	1
748	47012	ACIDENTE	POUSO ANTES DA PISTA	CERES	GO	BRASIL	2013-02-08	FINALIZADA	1
749	47011	ACIDENTE	PERDA DE CONTROLE NO SOLO	CERES	GO	BRASIL	2013-02-10	FINALIZADA	1
750	30656	ACIDENTE	FALHA DO MOTOR EM VOO	SAPUCAIA	RJ	BRASIL	2007-09-16	ATIVA	1
751	35675	ACIDENTE	COM PESSOAL EM VOO	FLORIANÓPOLIS	SC	BRASIL	2009-01-13	FINALIZADA	1
752	30655	ACIDENTE	PERDA DE CONTROLE NO SOLO	FLORIANÓPOLIS	SC	BRASIL	2007-10-05	ATIVA	1
753	51597	ACIDENTE	COM TREM DE POUSO	FLORIANÓPOLIS	SC	BRASIL	2014-07-03	ATIVA	1
754	51776	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	FLORIANÓPOLIS	SC	BRASIL	2011-11-27	ATIVA	1
755	53196	ACIDENTE	COM TREM DE POUSO	FLORIANÓPOLIS	SC	BRASIL	2015-04-04	FINALIZADA	1
756	38842	ACIDENTE	PERDA DE CONTROLE EM VOO	FLORIANÓPOLIS	SC	BRASIL	2009-11-24	FINALIZADA	1
757	38936	INCIDENTE GRAVE	DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA	FLORIANÓPOLIS	SC	BRASIL	2009-11-28	ATIVA	1
758	52990	INCIDENTE GRAVE	COM TREM DE POUSO	FLORIANÓPOLIS	SC	BRASIL	2015-01-23	FINALIZADA	1
759	34739	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	FLORIANÓPOLIS	SC	BRASIL	2008-11-27	FINALIZADA	1
760	43809	ACIDENTE	MANOBRAS A BAIXA ALTURA	ITINGA DO MARANHÃO	MA	BRASIL	2011-02-05	FINALIZADA	1
761	53222	ACIDENTE	FALHA DO MOTOR EM VOO	OURILÂNDIA DO NORTE	PA	BRASIL	2015-04-26	FINALIZADA	1
762	28437	ACIDENTE	FALHA DO MOTOR EM VOO	FERNANDO DE NORONHA	PE	BRASIL	2007-02-16	FINALIZADA	1
763	43808	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	PACAJÁ	PA	BRASIL	2011-01-30	FINALIZADA	1
764	49237	ACIDENTE	PERDA DE CONTROLE EM VOO	PARAGOMINAS	PA	BRASIL	2013-08-04	FINALIZADA	1
765	38377	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	PARAGOMINAS	PA	BRASIL	2007-11-02	FINALIZADA	1
766	31676	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	PARAGOMINAS	PA	BRASIL	2008-02-10	ATIVA	1
767	45052	ACIDENTE	COM TREM DE POUSO	IGUATU	CE	BRASIL	2011-08-29	FINALIZADA	1
768	28575	ACIDENTE	PERDA DE CONTROLE EM VOO	IGUATU	CE	BRASIL	2007-02-09	FINALIZADA	1
769	37020	ACIDENTE	POUSO ANTES DA PISTA	VILA BELA DA SANTÍSSIMA TRINDADE	MT	BRASIL	2009-04-26	FINALIZADA	1
770	47110	ACIDENTE	PERDA DE CONTROLE EM VOO	VILA BELA DA SANTÍSSIMA TRINDADE	MT	BRASIL	2013-03-01	FINALIZADA	1
771	40089	ACIDENTE	PERDA DE CONTROLE EM VOO	VILA BELA DA SANTÍSSIMA TRINDADE	MT	BRASIL	2010-03-28	ATIVA	1
772	50332	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	CIANORTE	PR	BRASIL	2013-11-08	FINALIZADA	1
773	53472	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	COLINAS DO TOCANTINS	TO	BRASIL	2015-07-28		1
774	46373	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	PARAUAPEBAS	PA	BRASIL	2012-09-21	FINALIZADA	1
775	44966	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	NOVO LINO	AL	BRASIL	2011-08-15	FINALIZADA	1
776	52671	ACIDENTE	PERDA DE CONTROLE EM VOO	CIDADE GAÚCHA	PR	BRASIL	2014-11-17	ATIVA	1
777	46308	ACIDENTE	PANE SECA	MIRANDA	MS	BRASIL	2012-09-07	ATIVA	1
778	44995	ACIDENTE	PANE SECA	MIRANDA	MS	BRASIL	2011-08-20	ATIVA	1
779	45729	ACIDENTE	PERDA DE CONTROLE NO SOLO	MIRANDA	MS	BRASIL	2012-03-15	FINALIZADA	1
780	33855	INCIDENTE GRAVE	COM TREM DE POUSO	MIRANDA	MS	BRASIL	2008-10-12	ATIVA	1
781	53261	ACIDENTE	PERDA DE CONTROLE NO SOLO	MIRASSOL D'OESTE	MT	BRASIL	2015-05-09	ATIVA	1
782	30045	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	PLACAS	PA	BRASIL	2007-07-12	ATIVA	1
783	44553	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	PONTA DE PEDRAS	PA	BRASIL	2011-05-31	ATIVA	1
784	40732	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CAMAÇARI	BA	BRASIL	2010-05-08	ATIVA	1
785	52818	ACIDENTE	PERDA DE CONTROLE NO SOLO	FLORESTA	PE	BRASIL	2014-12-05	FINALIZADA	1
786	26619	ACIDENTE	PERDA DE CONTROLE NO SOLO	BARUERI	SP	BRASIL	2006-03-03	FINALIZADA	1
787	44003	ACIDENTE	FALHA DO MOTOR EM VOO	CORUMBÁ DE GOIÁS	GO	BRASIL	2011-03-06	FINALIZADA	1
788	49053	ACIDENTE	PERDA DE CONTROLE EM VOO	CORUMBÁ DE GOIÁS	GO	BRASIL	2013-07-04	FINALIZADA	1
789	50802	ACIDENTE	PERDA DE CONTROLE EM VOO	GARUVA	SC	BRASIL	2014-02-05	FINALIZADA	1
790	53553	ACIDENTE	FALHA DO MOTOR EM VOO	TRAJANO DE MORAES	RJ	BRASIL	2015-09-28		1
791	47872	ACIDENTE	PERDA DE CONTROLE EM VOO	NOBRES	MT	BRASIL	2013-04-25		1
792	51052	INCIDENTE GRAVE	POUSO SEM TREM	BATATAIS	SP	BRASIL	2014-02-04	FINALIZADA	1
793	32376	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	BATATAIS	SP	BRASIL	2008-04-19	FINALIZADA	1
794	44402	ACIDENTE	COM TREM DE POUSO	BAURU	SP	BRASIL	2011-04-19	FINALIZADA	1
795	46038	ACIDENTE	PERDA DE CONTROLE NO SOLO	BAURU	SP	BRASIL	2012-06-29	FINALIZADA	1
796	52342	ACIDENTE	FALHA DO MOTOR EM VOO	BAURU	SP	BRASIL	2014-09-22		1
797	28114	ACIDENTE	CORTE INVOLUNTÁRIO DO MOTOR	BAURU	SP	BRASIL	2006-11-25	FINALIZADA	1
798	49124	ACIDENTE	COM TREM DE POUSO	BAURU	SP	BRASIL	2013-07-04	ATIVA	1
799	51752	ACIDENTE	PERDA DE CONTROLE NO SOLO	BEBEDOURO	SP	BRASIL	2014-07-19	FINALIZADA	1
800	51777	INCIDENTE GRAVE	COM TREM DE POUSO	BEBEDOURO	SP	BRASIL	2011-12-23	ATIVA	1
801	46170	ACIDENTE	COM COMANDOS DE VOO	BEBEDOURO	SP	BRASIL	2012-07-22	ATIVA	1
802	35657	ACIDENTE	MANOBRAS A BAIXA ALTURA	CRUZ ALTA	RS	BRASIL	2009-01-30	ATIVA	1
803	53343	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	CRUZ ALTA	RS	BRASIL	2015-06-21		1
804	48804	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CRUZ ALTA	RS	BRASIL	2013-05-08	FINALIZADA	1
805	51653	ACIDENTE	PERDA DE CONTROLE EM VOO	CRUZ ALTA	RS	BRASIL	2014-06-19	FINALIZADA	1
806	53377	ACIDENTE	POUSO BRUSCO	CRUZ ALTA	RS	BRASIL	2015-07-25	FINALIZADA	1
807	48881	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	VALENÇA	RJ	BRASIL	2013-06-26	FINALIZADA	1
808	51024	INCIDENTE GRAVE	POUSO SEM TREM	VALENÇA	RJ	BRASIL	2014-03-16	FINALIZADA	1
809	34838	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	VALENÇA	RJ	BRASIL	2008-12-30	FINALIZADA	1
810	32137	INCIDENTE GRAVE	OUTROS TIPOS	REDENÇÃO	PA	BRASIL	2008-04-03	ATIVA	1
811	35798	ACIDENTE	OUTROS TIPOS	REDENÇÃO	PA	BRASIL	2009-01-28	ATIVA	1
812	50805	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	REDENÇÃO	PA	BRASIL	2014-02-09	ATIVA	1
813	40214	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	REDENÇÃO	PA	BRASIL	2010-04-12	FINALIZADA	1
814	52290	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	REDENÇÃO	PA	BRASIL	2014-08-19	FINALIZADA	1
815	33035	ACIDENTE	VAZAMENTO DE OUTROS FLUÍDOS	RURÓPOLIS	PA	BRASIL	2008-07-01	FINALIZADA	1
816	52793	ACIDENTE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2014-11-29		1
817	46256	ACIDENTE	POUSO ANTES DA PISTA	BELO HORIZONTE	MG	BRASIL	2012-08-20	ATIVA	1
818	53471	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BELO HORIZONTE	MG	BRASIL	2015-08-31	ATIVA	1
819	45931	INCIDENTE GRAVE	COM TREM DE POUSO	BELO HORIZONTE	MG	BRASIL	2012-06-12	FINALIZADA	1
820	31871	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BELO HORIZONTE	MG	BRASIL	2008-02-23	FINALIZADA	1
821	36284	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	BELO HORIZONTE	MG	BRASIL	2008-08-26	ATIVA	1
822	44926	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2011-08-11	FINALIZADA	1
823	30556	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	BELO HORIZONTE	MG	BRASIL	2007-09-20	FINALIZADA	1
824	26139	ACIDENTE	PERDA DE CONTROLE EM VOO	BELO HORIZONTE	MG	BRASIL	2006-02-01	FINALIZADA	1
825	44458	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2011-04-28	ATIVA	1
826	39933	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BELO HORIZONTE	MG	BRASIL	2010-02-26	FINALIZADA	1
827	45929	ACIDENTE	POUSO LONGO	BELO HORIZONTE	MG	BRASIL	2012-05-26	FINALIZADA	1
828	51775	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	BELO HORIZONTE	MG	BRASIL	2011-11-19	ATIVA	1
829	43474	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2010-12-20	FINALIZADA	1
830	53307	ACIDENTE	PERDA DE CONTROLE EM VOO	BELO HORIZONTE	MG	BRASIL	2015-06-07	FINALIZADA	1
831	52695	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BELO HORIZONTE	MG	BRASIL	2014-10-26	FINALIZADA	1
832	50318	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	BELO HORIZONTE	MG	BRASIL	2013-12-19	ATIVA	1
833	38644	ACIDENTE	OUTROS TIPOS	BELO HORIZONTE	MG	BRASIL	2009-09-29	FINALIZADA	1
834	52947	ACIDENTE	PANE SECA	BELO HORIZONTE	MG	BRASIL	2014-12-30	FINALIZADA	1
835	27180	ACIDENTE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2006-06-21	ATIVA	1
836	45733	ACIDENTE	COM TREM DE POUSO	BELO HORIZONTE	MG	BRASIL	2012-04-05		1
837	44885	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BELO HORIZONTE	MG	BRASIL	2011-08-02	ATIVA	1
838	51674	INCIDENTE GRAVE	POUSO SEM TREM	BELO HORIZONTE	MG	BRASIL	2014-06-30	ATIVA	1
839	27162	INCIDENTE GRAVE	COM TREM DE POUSO	BELO HORIZONTE	MG	BRASIL	2006-05-27	ATIVA	1
840	39887	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	BELO HORIZONTE	MG	BRASIL	2010-03-09	FINALIZADA	1
841	34096	ACIDENTE	POUSO LONGO	BELO HORIZONTE	MG	BRASIL	2008-09-12	FINALIZADA	1
842	51517	ACIDENTE	PANE SECA	NOVA ANDRADINA	MS	BRASIL	2014-06-07	ATIVA	1
843	34844	ACIDENTE	PERDA DE CONTROLE EM VOO	CRISTALINA	GO	BRASIL	2008-12-27	FINALIZADA	1
844	45414	ACIDENTE	COM TREM DE POUSO	NOVA BRASILÂNDIA	MT	BRASIL	2012-01-31	ATIVA	1
